Line	Spkr	StTime	Content	EnTime
53	DCB_se1_ag1_m_02	79.0022	(pause 0.35)	79.3565
54	DCB_se1_ag1_m_02	79.3565	and they're hav- they have me shooting with a Nikon uh,	82.2709
55	DCB_se1_ag1_m_02	82.2709	(pause 0.74)	83.0076
56	DCB_se1_ag1_m_02	83.0076	B three hundred.	83.7630
57	DCB_se1_ag1_m_02	83.7630	(pause 0.66)	84.4193
58	DCB_se1_ag1_m_02	84.4193	I normally shoot with a Cannon, but they're teaching me how to use the Nikon.	88.0144
59	DCB_se1_ag1_m_02	88.0144	(pause 0.81)	88.8257
60	DCB_se1_ag1_m_02	88.8257	And other than that,	90.0428
61	DCB_se1_ag1_m_02	90.0428	(pause 0.15)	90.1908
62	DCB_se1_ag1_m_02	90.1908	um,	90.7317
63	DCB_se1_ag1_m_02	90.7317	(pause 0.62)	91.3565
64	DCB_se1_ag1_m_02	91.3565	we have energy meetings,	92.7088
65	DCB_se1_ag1_m_02	92.7088	(pause 0.34)	93.0492
66	DCB_se1_ag1_m_02	93.0492	just learning about	93.8512
67	DCB_se1_ag1_m_02	93.8512	(pause 0.64)	94.4947
68	DCB_se1_ag1_m_02	94.4947	different forms of energy	95.8236
69	DCB_se1_ag1_m_02	95.8236	(pause 0.86)	96.6804
70	DCB_se1_ag1_m_02	96.6804	like	96.9835
71	DCB_se1_ag1_m_02	96.9835	(pause 0.77)	97.7529
72	DCB_se1_ag1_m_02	97.7529	coal and the way it's used and	99.9957
73	DCB_se1_ag1_m_02	99.9957	(pause 0.18)	100.1776
74	DCB_se1_ag1_m_02	100.1776	solar panels, things of that nature.	101.8784
75	DCB_int_01	102.3027	So what do you want to do?	103.3659
76	DCB_se1_ag1_m_02	103.8088	Uh, I want to be a photographer.	105.4175
77	DCB_se1_ag1_m_02	105.4175	(pause 0.63)	106.0517
78	DCB_se1_ag1_m_02	106.0517	[And-]	106.6252
79	DCB_int_01	106.2196	[And how] did the Department of Energy- That just seems like it's-	109.2260
80	DCB_int_01	109.5757	How does- How are they related?	111.3196
81	DCB_se1_ag1_m_02	111.8745	Uh, I actually got the internship	114.0707
82	DCB_se1_ag1_m_02	114.0707	(pause 0.91)	114.9835
83	DCB_se1_ag1_m_02	114.9835	through Miss /RD-NAME-4/,	116.8020
84	DCB_se1_ag1_m_02	116.8020	(pause 0.35)	117.1518
85	DCB_se1_ag1_m_02	117.1518	and she came to	118.8770
86	DCB_se1_ag1_m_02	118.8770	(pause 1.00)	119.8737
87	DCB_se1_ag1_m_02	119.8737	um,	120.4053
88	DCB_se1_ag1_m_02	120.4053	(pause 0.20)	120.6058
89	DCB_se1_ag1_m_02	120.6058	Art Night.	121.1654
90	DCB_se1_ag1_m_02	121.1654	(pause 0.38)	121.5431
91	DCB_se1_ag1_m_02	121.5431	And that's a DCPS,	123.2730
92	DCB_se1_ag1_m_02	123.2730	(pause 0.92)	124.1916
93	DCB_se1_ag1_m_02	124.1916	art show	124.8910
94	DCB_se1_ag1_m_02	124.8910	(pause 0.59)	125.4821
95	DCB_se1_ag1_m_02	125.4821	that's hosted in um,	126.8716
96	DCB_se1_ag1_m_02	126.8716	(pause 1.03)	127.8974
97	DCB_se1_ag1_m_02	127.8974	Gallery Place	128.9652
98	DCB_se1_ag1_m_02	128.9652	(pause 0.40)	129.3616
99	DCB_se1_ag1_m_02	129.3616	in the Pepco Building.	130.4247
100	DCB_int_01	130.6812	Mm-hm.	131.0775
101	DCB_se1_ag1_m_02	131.2780	And-	131.8236
102	DCB_int_01	132.2281	Seventh Street.	132.9089
103	DCB_se1_ag1_m_02	132.9975	Yes.	133.5571
104	DCB_se1_ag1_m_02	133.5571	(pause 0.43)	133.9907
105	DCB_se1_ag1_m_02	133.9907	And	134.7601
106	DCB_se1_ag1_m_02	134.7601	(pause 0.42)	135.1797
107	DCB_se1_ag1_m_02	135.1797	there we have students from DCPS, and their teachers submit their art work.	140.1586
108	DCB_se1_ag1_m_02	140.1586	(pause 0.82)	140.9746
109	DCB_se1_ag1_m_02	140.9746	And	141.4222
110	DCB_se1_ag1_m_02	141.4222	(pause 0.25)	141.6693
111	DCB_se1_ag1_m_02	141.6693	my teacher from my high school, Mr. /RD-NAME-2/,	144.0521
112	DCB_se1_ag1_m_02	144.0521	(pause 0.67)	144.7224
113	DCB_se1_ag1_m_02	144.7224	he submitted five of my pieces.	146.4710
114	DCB_se1_ag1_m_02	146.4710	(pause 0.76)	147.2310
115	DCB_se1_ag1_m_02	147.2310	So	147.8605
116	DCB_se1_ag1_m_02	147.8605	(pause 0.88)	148.7418
117	DCB_se1_ag1_m_02	148.7418	one of 'em	149.6231
118	DCB_se1_ag1_m_02	149.6231	(pause 0.27)	149.8971
119	DCB_se1_ag1_m_02	149.8971	was a um,	150.7317
120	DCB_se1_ag1_m_02	150.7317	(pause 0.18)	150.9089
121	DCB_se1_ag1_m_02	150.9089	a live auction piece	152.1026
122	DCB_se1_ag1_m_02	152.1026	(pause 0.70)	152.8020
123	DCB_se1_ag1_m_02	152.8020	And the other four were um,	154.5087
124	DCB_se1_ag1_m_02	154.5087	(pause 0.76)	155.2641
125	DCB_se1_ag1_m_02	155.2641	were on the wall,	156.0987
126	DCB_se1_ag1_m_02	156.0987	(pause 0.74)	156.8390
127	DCB_se1_ag1_m_02	156.8390	and	157.3565
128	DCB_se1_ag1_m_02	157.3565	(pause 1.29)	158.6435
129	DCB_se1_ag1_m_02	158.6435	they were being um, bidded- bidded on	160.9283
130	DCB_se1_ag1_m_02	160.9283	(pause 0.82)	161.7478
131	DCB_se1_ag1_m_02	161.7478	by just like, different government workers and people who were interested.	165.6460
132	DCB_se1_ag1_m_02	165.6460	(pause 1.13)	166.7791
133	DCB_se1_ag1_m_02	166.7791	And the highest one was the um, live auction piece, and it sold for six hundred and fifty dollars.	172.1077
134	DCB_se1_ag1_m_02	172.1077	(pause 0.55)	172.6625
135	DCB_se1_ag1_m_02	172.6625	And the other one fell- I mean,	174.4519
136	DCB_se1_ag1_m_02	174.4519	(pause 1.40)	175.8555
137	DCB_se1_ag1_m_02	175.8555	not very close but	177.3569
138	DCB_se1_ag1_m_02	177.3569	(pause 0.23)	177.5901
139	DCB_se1_ag1_m_02	177.5901	not too far under that range.	179.4879
140	DCB_se1_ag1_m_02	179.4879	(pause 0.56)	180.0509
141	DCB_se1_ag1_m_02	180.0509	And all the money	180.8716
142	DCB_se1_ag1_m_02	180.8716	(pause 0.21)	181.0768
143	DCB_se1_ag1_m_02	181.0768	that was collected that night	182.4617
144	DCB_se1_ag1_m_02	182.4617	(pause 0.17)	182.6342
145	DCB_se1_ag1_m_02	182.6342	goes back into DCPS	184.1823
146	DCB_se1_ag1_m_02	184.1823	(pause 0.27)	184.4480
147	DCB_se1_ag1_m_02	184.4480	um,	184.9843
148	DCB_se1_ag1_m_02	184.9843	(pause 0.19)	185.1708
149	DCB_se1_ag1_m_02	185.1708	art	185.4366
150	DCB_se1_ag1_m_02	185.4366	(pause 0.18)	185.6184
151	DCB_se1_ag1_m_02	185.6184	programs	186.2887
152	DCB_se1_ag1_m_02	186.2887	(pause 0.34)	186.6245
153	DCB_se1_ag1_m_02	186.6245	for art supplies.	187.7109
154	DCB_int_01	188.9186	So what did you take a picture of that was six hundred and fifty dollars?	193.1094
155	DCB_se1_ag1_m_02	193.1421	Uh, the one that went for six hundred and fifty dollars was	196.4993
156	DCB_se1_ag1_m_02	196.4993	(pause 0.17)	196.6672
157	DCB_se1_ag1_m_02	196.6672	of my school building.	198.1174
158	DCB_se1_ag1_m_02	198.1174	(pause 0.47)	198.5918
159	DCB_se1_ag1_m_02	198.5918	Uh, /RD-SCHOOL-4/ recently	200.8953
160	DCB_se1_ag1_m_02	200.8953	(pause 0.63)	201.5295
161	DCB_se1_ag1_m_02	201.5295	um-	202.2149
162	DCB_se1_ag1_m_02	202.2149	(pause 1.82)	204.0369
163	DCB_se1_ag1_m_02	204.0369	They got-	204.6245
164	DCB_se1_ag1_m_02	204.6245	(pause 0.25)	204.8716
165	DCB_se1_ag1_m_02	204.8716	They had the school rebuilt,	206.2845
166	DCB_se1_ag1_m_02	206.2845	(pause 0.56)	206.8440
167	DCB_se1_ag1_m_02	206.8440	and we have some fantastic um, architecture now.	209.7350
168	DCB_se1_ag1_m_02	209.7350	(pause 0.50)	210.2374
169	DCB_se1_ag1_m_02	210.2374	And I took a picture from the inside of the school building of our cafeteria.	214.0564
170	DCB_se1_ag1_m_02	214.0564	(pause 0.65)	214.7092
171	DCB_se1_ag1_m_02	214.7092	And	215.2827
172	DCB_se1_ag1_m_02	215.2827	(pause 0.64)	215.9204
173	DCB_se1_ag1_m_02	215.9204	it was facing	217.0255
174	DCB_se1_ag1_m_02	217.0255	(pause 0.66)	217.6829
175	DCB_se1_ag1_m_02	217.6829	outside-	218.4523
176	DCB_se1_ag1_m_02	218.4523	(pause 0.18)	218.6342
177	DCB_se1_ag1_m_02	218.6342	in the outside, uh, we have a courtyard	220.9283
178	DCB_se1_ag1_m_02	220.9283	(pause 0.47)	221.3993
179	DCB_se1_ag1_m_02	221.3993	in the middle our school.	222.4193
180	DCB_se1_ag1_m_02	222.4193	(pause 0.94)	223.3612
181	DCB_se1_ag1_m_02	223.3612	And	223.7949
182	DCB_se1_ag1_m_02	223.7949	(pause 0.20)	223.9907
183	DCB_se1_ag1_m_02	223.9907	the way the windows curve,	226.0937
184	DCB_se1_ag1_m_02	226.0937	(pause 0.91)	227.0076
185	DCB_se1_ag1_m_02	227.0076	it makes like a- a cool picture. And I t-	229.9068
186	DCB_se1_ag1_m_02	229.9068	(pause 0.19)	230.0933
187	DCB_se1_ag1_m_02	230.0933	took that shot from the-	231.2077
188	DCB_se1_ag1_m_02	231.2077	(pause 0.48)	231.6833
189	DCB_se1_ag1_m_02	231.6833	the cafeteria,	232.5553
190	DCB_se1_ag1_m_02	232.5553	(pause 0.65)	233.2081
191	DCB_se1_ag1_m_02	233.2081	and I named it Window Wave and it sold.	235.8695
192	DCB_se1_ag1_m_02	235.8695	(pause 1.39)	237.2590
193	DCB_se1_ag1_m_02	237.2590	I was the first person to actually take that picture I think	239.8551
194	DCB_se1_ag1_m_02	239.8551	(pause 0.51)	240.3633
195	DCB_se1_ag1_m_02	240.3633	because the school-	241.4218
196	DCB_se1_ag1_m_02	241.4218	(pause 0.22)	241.6456
197	DCB_se1_ag1_m_02	241.6456	Well, we were the first class-	243.5994
198	DCB_se1_ag1_m_02	243.5994	(pause 0.27)	243.8652
199	DCB_se1_ag1_m_02	243.8652	class of twenty fifteen to graduate out of the new building.	246.5918
200	DCB_se1_ag1_m_02	246.5918	(pause 0.68)	247.2726
201	DCB_se1_ag1_m_02	247.2726	And	247.7622
202	DCB_se1_ag1_m_02	247.7622	(pause 0.34)	248.0979
203	DCB_se1_ag1_m_02	248.0979	we went into the building half way through the school year.	250.6066
204	DCB_se1_ag1_m_02	250.6066	(pause 1.02)	251.6231
205	DCB_se1_ag1_m_02	251.6231	So-	252.1220
206	DCB_int_01	252.2514	Oh so you started at the old [school],	253.8555
207	DCB_se1_ag1_m_02	253.6783	[Yeah, and-]	254.5409
208	DCB_int_01	254.2378	[and] then-?	255.3010
209	DCB_int_01	255.5248	What?	255.8792
210	DCB_int_01	255.8792	(pause 0.12)	256.0004
211	DCB_int_01	256.0004	January or so, somewhere thereabouts, you moved into the new school?	259.0722
212	DCB_se1_ag1_m_02	258.9509	Yes.	259.4871
213	DCB_int_01	260.3031	Cool. Okay, so,	261.7533
214	DCB_int_01	261.7533	(pause 0.50)	262.2522
215	DCB_int_01	262.2522	that's kind of jumping way ahead, but let's go there for a minute. So tell me about high school.	265.9581
216	DCB_se1_ag1_m_02	267.0585	High school for me- I mean I went to the same school for nine years.	270.2981
217	DCB_se1_ag1_m_02	270.2981	(pause 0.35)	270.6478
218	DCB_se1_ag1_m_02	270.6478	I mean, not nine years- Since ninth grade, but for four years.	273.3196
219	DCB_se1_ag1_m_02	273.3196	(pause 0.59)	273.9118
220	DCB_se1_ag1_m_02	273.9118	And	274.4014
221	DCB_se1_ag1_m_02	274.4014	(pause 0.38)	274.7791
222	DCB_se1_ag1_m_02	274.7791	when I first got there,	276.0194
223	DCB_se1_ag1_m_02	276.0194	(pause 0.68)	276.6991
224	DCB_se1_ag1_m_02	276.6991	of course, um, /RD-SCHOOL-3/ High School is in Ward Eight,	279.7346
225	DCB_se1_ag1_m_02	279.7346	(pause 0.57)	280.3035
226	DCB_se1_ag1_m_02	280.3035	so	280.8304
227	DCB_se1_ag1_m_02	280.8304	(pause 0.29)	281.1242
228	DCB_se1_ag1_m_02	281.1242	a lot of people pass judgement on it.	283.3192
229	DCB_se1_ag1_m_02	283.3192	(pause 0.43)	283.7529
230	DCB_se1_ag1_m_02	283.7529	I mean	284.3637
231	DCB_se1_ag1_m_02	284.3637	(pause 1.22)	285.5854
232	DCB_se1_ag1_m_02	285.5854	back	285.8838
233	DCB_se1_ag1_m_02	285.8838	(pause 0.20)	286.0797
234	DCB_se1_ag1_m_02	286.0797	maybe	286.7791
235	DCB_se1_ag1_m_02	286.7791	(pause 0.56)	287.3375
236	DCB_se1_ag1_m_02	287.3375	two thousand and four,	288.8156
237	DCB_se1_ag1_m_02	288.8156	(pause 0.65)	289.4638
238	DCB_se1_ag1_m_02	289.4638	it was not the best school,	290.9606
239	DCB_se1_ag1_m_02	290.9606	(pause 0.41)	291.3756
240	DCB_se1_ag1_m_02	291.3756	and it still isn't the best school.	292.8864
241	DCB_se1_ag1_m_02	292.8864	(pause 0.46)	293.3468
242	DCB_se1_ag1_m_02	293.3468	Um,	293.7572
243	DCB_se1_ag1_m_02	293.7572	(pause 0.31)	294.0696
244	DCB_se1_ag1_m_02	294.0696	mainly because it's like the neighborhood	295.9301
245	DCB_se1_ag1_m_02	295.9301	(pause 0.68)	296.6062
246	DCB_se1_ag1_m_02	296.6062	kids	297.3523
247	DCB_se1_ag1_m_02	297.3523	(pause 0.53)	297.8792
248	DCB_se1_ag1_m_02	297.8792	are the ones that	299.1335
249	DCB_se1_ag1_m_02	299.1335	(pause 0.70)	299.8318
250	DCB_se1_ag1_m_02	299.8318	are	300.4333
251	DCB_se1_ag1_m_02	300.4333	(pause 0.31)	300.7410
252	DCB_se1_ag1_m_02	300.7410	/majorily/- like um,	302.2472
253	DCB_se1_ag1_m_02	302.2472	(pause 0.29)	302.5363
254	DCB_se1_ag1_m_02	302.5363	the majority in school.	303.6833
255	DCB_se1_ag1_m_02	303.6833	(pause 0.69)	304.3734
256	DCB_se1_ag1_m_02	304.3734	So, they come from broken homes	306.3167
257	DCB_se1_ag1_m_02	306.3167	(pause 0.40)	306.7177
258	DCB_se1_ag1_m_02	306.7177	and	307.2120
259	DCB_se1_ag1_m_02	307.2120	(pause 0.39)	307.6037
260	DCB_se1_ag1_m_02	307.6037	some have like, behavior issues.	309.9818
261	DCB_se1_ag1_m_02	309.9818	(pause 0.21)	310.1962
262	DCB_se1_ag1_m_02	310.1962	And it's not	310.7791
263	DCB_se1_ag1_m_02	310.7791	(pause 0.92)	311.7012
264	DCB_se1_ag1_m_02	311.7012	any type of um,	312.9835
265	DCB_se1_ag1_m_02	312.9835	(pause 1.04)	314.0280
266	DCB_se1_ag1_m_02	314.0280	standardized tests to get in the school or anything like that.	316.4667
267	DCB_se1_ag1_m_02	316.4667	(pause 0.44)	316.9050
268	DCB_se1_ag1_m_02	316.9050	So,	317.4273
269	DCB_se1_ag1_m_02	317.4273	(pause 0.47)	317.8924
270	DCB_se1_ag1_m_02	317.8924	when people get kicked out of some schools, they come to our school, or at least that's how it used to be.	321.9818
271	DCB_se1_ag1_m_02	321.9818	(pause 0.57)	322.5553
272	DCB_se1_ag1_m_02	322.5553	And they	322.8211
273	DCB_se1_ag1_m_02	322.8211	(pause 0.25)	323.0729
274	DCB_se1_ag1_m_02	323.0729	come to our school, and they get into fights and things like that.	326.5316
275	DCB_se1_ag1_m_02	326.5316	(pause 0.66)	327.1937
276	DCB_se1_ag1_m_02	327.1937	And	327.7393
277	DCB_se1_ag1_m_02	327.7393	(pause 0.51)	328.2475
278	DCB_se1_ag1_m_02	328.2475	a lot of violent things	329.5765
279	DCB_se1_ag1_m_02	329.5765	(pause 0.32)	329.8924
280	DCB_se1_ag1_m_02	329.8924	did happen.	330.7690
281	DCB_se1_ag1_m_02	330.7690	(pause 1.31)	332.0840
282	DCB_se1_ag1_m_02	332.0840	And now it- The school has changed	334.2988
283	DCB_se1_ag1_m_02	334.2988	(pause 0.25)	334.5506
284	DCB_se1_ag1_m_02	334.5506	from me-	335.2501
285	DCB_se1_ag1_m_02	335.2501	(pause 1.15)	336.3960
286	DCB_se1_ag1_m_02	336.3960	From the time I came and graduated,	338.0653
287	DCB_se1_ag1_m_02	338.0653	(pause 0.32)	338.3824
288	DCB_se1_ag1_m_02	338.3824	I think it got better and better every year in my opinion.	340.9936
289	DCB_int_01	341.1615	What's the biggest change you saw in- in your four years?	344.0327
290	DCB_se1_ag1_m_02	344.2565	In my four years, the biggest change I seen	346.3781
291	DCB_se1_ag1_m_02	346.3781	(pause 0.43)	346.8118
292	DCB_se1_ag1_m_02	346.8118	was the um,	347.8889
293	DCB_se1_ag1_m_02	347.8889	(pause 1.13)	349.0208
294	DCB_se1_ag1_m_02	349.0208	automotive program. I been in-	350.6482
295	DCB_se1_ag1_m_02	350.6482	(pause 0.17)	350.8160
296	DCB_se1_ag1_m_02	350.8160	a part of the automotive program when I was in high school for	353.6744
297	DCB_se1_ag1_m_02	353.6744	(pause 0.43)	354.1069
298	DCB_se1_ag1_m_02	354.1069	all four years.	355.5197
299	DCB_se1_ag1_m_02	355.5197	(pause 0.65)	356.1679
300	DCB_se1_ag1_m_02	356.1679	And	356.7368
301	DCB_se1_ag1_m_02	356.7368	(pause 1.08)	357.8139
302	DCB_se1_ag1_m_02	357.8139	your freshman year, you can't	359.1521
303	DCB_se1_ag1_m_02	359.1521	(pause 0.84)	359.9903
304	DCB_se1_ag1_m_02	359.9903	be a automotive student	361.8788
305	DCB_se1_ag1_m_02	361.8788	(pause 0.48)	362.3637
306	DCB_se1_ag1_m_02	362.3637	because they say you're too um,	364.4294
307	DCB_se1_ag1_m_02	364.4294	(pause 0.41)	364.8444
308	DCB_se1_ag1_m_02	364.8444	like, playful, childish,	366.6991
309	DCB_se1_ag1_m_02	366.6991	(pause 0.26)	366.9602
310	DCB_se1_ag1_m_02	366.9602	juvenile	367.6410
311	DCB_se1_ag1_m_02	367.6410	(pause 0.44)	368.0840
312	DCB_se1_ag1_m_02	368.0840	to be around cars	369.3103
313	DCB_se1_ag1_m_02	369.3103	(pause 0.16)	369.4688
314	DCB_se1_ag1_m_02	369.4688	and	369.8652
315	DCB_se1_ag1_m_02	369.8652	(pause 0.38)	370.2429
316	DCB_se1_ag1_m_02	370.2429	things of that nature.	371.1335
317	DCB_se1_ag1_m_02	371.1335	(pause 0.47)	371.6033
318	DCB_se1_ag1_m_02	371.6033	But I did their summer internship,	373.4218
319	DCB_se1_ag1_m_02	373.4218	(pause 1.12)	374.5456
320	DCB_se1_ag1_m_02	374.5456	um,	375.2543
321	DCB_se1_ag1_m_02	375.2543	(pause 0.68)	375.9305
322	DCB_se1_ag1_m_02	375.9305	ninth grade summer.	376.9610
323	DCB_int_01	377.3049	Mm-hm.	377.6219
324	DCB_se1_ag1_m_02	377.5846	And	378.1535
325	DCB_se1_ag1_m_02	378.7410	the summer internship	379.8601
326	DCB_se1_ag1_m_02	379.8601	(pause 1.41)	381.2683
327	DCB_se1_ag1_m_02	381.2683	with applying for and going through it, you get class credits	384.6198
328	DCB_se1_ag1_m_02	384.6198	(pause 0.22)	384.8436
329	DCB_se1_ag1_m_02	384.8436	for- if you take the class during the school year.	386.7274
330	DCB_se1_ag1_m_02	386.7274	(pause 0.61)	387.3383
331	DCB_se1_ag1_m_02	387.3383	So my first time ever taking a class was during the summer time, and then when I went	390.8296
332	DCB_se1_ag1_m_02	390.8296	(pause 0.17)	391.0022
333	DCB_se1_ag1_m_02	391.0022	tenth grade year,	391.8881
334	DCB_se1_ag1_m_02	391.8881	(pause 0.66)	392.5456
335	DCB_se1_ag1_m_02	392.5456	I took the class. And then eleventh grade-	395.0278
336	DCB_se1_ag1_m_02	395.0278	(pause 0.46)	395.4914
337	DCB_se1_ag1_m_02	395.4914	I mean tenth grade summer I did the summer time- I did the summer time internship again,	399.4222
338	DCB_se1_ag1_m_02	399.4222	(pause 0.41)	399.8372
339	DCB_se1_ag1_m_02	399.8372	and I got credits for it, but	401.3993
340	DCB_se1_ag1_m_02	401.3993	(pause 0.85)	402.2468
341	DCB_se1_ag1_m_02	402.2468	it actually started off as	404.0093
342	DCB_se1_ag1_m_02	404.0093	(pause 0.98)	404.9932
343	DCB_se1_ag1_m_02	404.9932	um-	405.7626
344	DCB_se1_ag1_m_02	405.7626	(pause 0.99)	406.7511
345	DCB_se1_ag1_m_02	406.7511	It was a lawnmower, like maintenance	409.2805
346	DCB_se1_ag1_m_02	409.2805	(pause 0.58)	409.8601
347	DCB_se1_ag1_m_02	409.8601	type of class,	410.8300
348	DCB_se1_ag1_m_02	410.8300	(pause 0.35)	411.1797
349	DCB_se1_ag1_m_02	411.1797	[and they taught you-]	412.2009
350	DCB_int_01	411.1797	[So it's /like you/ developing] skills.	412.6159
351	DCB_se1_ag1_m_02	412.5879	Yeah, [it-] it just taught you how to um-	414.7317
352	DCB_int_01	413.0437	[Mm.]	413.3422
353	DCB_se1_ag1_m_02	414.9695	Well way back in the day, they just taught you how to fix lawnmowers	417.4595
354	DCB_se1_ag1_m_02	417.4595	(pause 0.71)	418.1729
355	DCB_se1_ag1_m_02	418.1729	in the class,	419.0076
356	DCB_se1_ag1_m_02	419.0076	(pause 0.30)	419.3095
357	DCB_se1_ag1_m_02	419.3095	and like, work hands on- do hands on work.	421.4311
358	DCB_se1_ag1_m_02	421.4311	(pause 0.79)	422.2238
359	DCB_se1_ag1_m_02	422.2238	And I thought, wow, some guy had	424.0983
360	DCB_se1_ag1_m_02	424.0983	(pause 0.83)	424.9330
361	DCB_se1_ag1_m_02	424.9330	uh, the idea that it should be automotive shop	427.2586
362	DCB_se1_ag1_m_02	427.2586	(pause 0.24)	427.4964
363	DCB_se1_ag1_m_02	427.4964	for the students to uh, work on cars.	429.6880
364	DCB_se1_ag1_m_02	429.6880	(pause 0.21)	429.9025
365	DCB_se1_ag1_m_02	429.9025	And that's what they created	431.3247
366	DCB_se1_ag1_m_02	431.3247	(pause 0.24)	431.5660
367	DCB_se1_ag1_m_02	431.5660	uh, through the help of um,	433.0255
368	DCB_se1_ag1_m_02	433.0255	(pause 0.86)	433.8881
369	DCB_se1_ag1_m_02	433.8881	Darcars and Toyota.	435.6740
370	DCB_se1_ag1_m_02	435.6740	(pause 1.33)	437.0029
371	DCB_se1_ag1_m_02	437.0029	And they invested a lot of money into the program and made a internship and paid students-	441.6134
372	DCB_se1_ag1_m_02	441.6134	(pause 0.35)	441.9678
373	DCB_se1_ag1_m_02	441.9678	I mean, more than um,	443.7490
374	DCB_se1_ag1_m_02	443.7490	(pause 0.22)	443.9717
375	DCB_se1_ag1_m_02	443.9717	minimum wage and more than summer jobs	446.2005
376	DCB_se1_ag1_m_02	446.2005	(pause 0.18)	446.3777
377	DCB_se1_ag1_m_02	446.3777	pay students- I'm-	447.5155
378	DCB_se1_ag1_m_02	447.5155	(pause 0.35)	447.8605
379	DCB_se1_ag1_m_02	447.8605	pay their workers, their summer workers.	449.7956
380	DCB_se1_ag1_m_02	449.7956	(pause 0.71)	450.5032
381	DCB_se1_ag1_m_02	450.5032	So,	450.9788
382	DCB_se1_ag1_m_02	450.9788	(pause 0.59)	451.5664
383	DCB_se1_ag1_m_02	451.5664	you get the experience	452.9513
384	DCB_se1_ag1_m_02	452.9513	(pause 0.85)	453.7999
385	DCB_se1_ag1_m_02	453.7999	and you get paid	455.2629
386	DCB_se1_ag1_m_02	455.2629	(pause 0.58)	455.8458
387	DCB_se1_ag1_m_02	455.8458	a l- nice amount of money	457.3192
388	DCB_se1_ag1_m_02	457.3192	(pause 0.33)	457.6456
389	DCB_se1_ag1_m_02	457.6456	and you learning, and if you	459.2030
