Line	Spkr	StTime	Content	EnTime
130	LES_se0_ag2_f_02	163.6288	(pause 0.56)	164.1918
131	LES_se0_ag2_f_02	164.1918	I used to be scared	164.9099
132	LES_se0_ag2_f_02	164.9099	(pause 0.26)	165.1664
133	LES_se0_ag2_f_02	165.1664	to death of that building.	166.2621
134	LES_se0_ag2_f_02	166.2621	(pause 0.12)	166.3778
135	LES_se0_ag2_f_02	166.3778	Cause a lot of winos and drug addicts used to hang out over there and it got really dark at night,	170.3096
136	LES_int_01	166.3871	[You did?]	166.6991
137	LES_int_01	170.4775	[Okay.]	170.9411
138	LES_se0_ag2_f_02	170.4961	[so.]	170.9411
139	LES_se0_ag2_f_02	171.2115	We used to run past	172.0415
140	LES_se0_ag2_f_02	172.0415	(pause 0.10)	172.1441
141	LES_se0_ag2_f_02	172.1441	the White House.	172.7596
142	LES_int_01	172.7596	Okay.	173.1280
143	LES_se0_ag2_f_02	173.4532	[But, um.]	173.8527
144	LES_int_01	173.5147	[So, yeah.] Ta- talk about your childhood a little bit. Like, tell me what you remember about growing up in Barauch.	177.8352
145	LES_se0_ag2_f_02	177.9582	I never thought I lived in the projects.	179.6001
146	LES_int_01	179.7933	Okay.	180.1313
147	LES_se0_ag2_f_02	180.1972	That might sound crazy.	181.3152
148	LES_int_01	181.6357	[Yeah.]	181.9071
149	LES_se0_ag2_f_02	181.8552	[But,] I didn't think of it as that.	183.2557
150	LES_int_01	183.4840	Yeah.	183.7255
151	LES_se0_ag2_f_02	183.8616	It was, um.	184.4543
152	LES_se0_ag2_f_02	184.4543	(pause 0.49)	184.9463
153	LES_se0_ag2_f_02	184.9463	Was a- it was a	186.0132
154	LES_se0_ag2_f_02	186.0132	(pause 0.77)	186.7843
155	LES_se0_ag2_f_02	186.7843	fantasy land. I don't wanna say it like that. Maybe that sounds corny too.	189.5528
156	LES_int_01	189.5528	[No, that's great.]	190.4045
157	LES_se0_ag2_f_02	189.8162	[But I used to climb] the trees.	191.3107
158	LES_se0_ag2_f_02	191.3941	My brother and I and my friends used to climb the trees, you know.	193.9773
159	LES_se0_ag2_f_02	193.9773	(pause 0.34)	194.3197
160	LES_se0_ag2_f_02	194.3197	Play freeze tag, manhunt, all those type of games, we had	197.1316
161	LES_se0_ag2_f_02	197.1316	(pause 0.36)	197.4873
162	LES_se0_ag2_f_02	197.4873	park, was a wonderful place. Like, that was the place to be. Like I	201.3041
163	LES_se0_ag2_f_02	201.3041	(pause 0.31)	201.6158
164	LES_se0_ag2_f_02	201.6158	my mom used to send me to the store	203.1991
165	LES_se0_ag2_f_02	203.1991	(pause 0.23)	203.4318
166	LES_se0_ag2_f_02	203.4318	for breakfast	204.2879
167	LES_se0_ag2_f_02	204.2879	(pause 0.35)	204.6344
168	LES_se0_ag2_f_02	204.6344	and I would never come back.	205.8198
169	LES_se0_ag2_f_02	205.8198	(pause 0.78)	206.5954
170	LES_se0_ag2_f_02	206.5954	I would stay out until like five o'clock with the milk, and the eggs, and the [Clorox, and everything like that.] She's like	211.7671
171	LES_int_01	210.1032	[<laugh>]	211.3984
172	LES_se0_ag2_f_02	211.8857	where were you? I was like, oh. Uh.	213.6359
173	LES_se0_ag2_f_02	213.6359	(pause 0.43)	214.0705
174	LES_se0_ag2_f_02	214.0705	I g- I go- I forgot [something.]	215.6203
175	LES_int_01	215.0232	[<laugh>]	216.0461
176	LES_se0_ag2_f_02	216.1383	So.	216.5159
177	LES_int_01	216.5159	And was that cool? Like were you able to go out and explore?	219.5408
178	LES_se0_ag2_f_02	219.8964	It was so safe.	221.1345
179	LES_int_01	221.3628	[It was.]	221.8501
180	LES_se0_ag2_f_02	221.4989	[I mean] it was safe, but at the same time if you-	223.7759
181	LES_se0_ag2_f_02	224.3774	if you	224.7593
182	LES_se0_ag2_f_02	224.7593	(pause 0.22)	224.9832
183	LES_se0_ag2_f_02	224.9832	if you- if you had negative behaviors, obviously, then	228.1618
184	LES_se0_ag2_f_02	228.1618	(pause 0.12)	228.2803
185	LES_se0_ag2_f_02	228.2803	you know.	228.5817
186	LES_se0_ag2_f_02	228.5817	(pause 0.48)	229.0603
187	LES_se0_ag2_f_02	229.0603	But,	229.3676
188	LES_se0_ag2_f_02	229.3676	(pause 0.76)	230.1271
189	LES_se0_ag2_f_02	230.1271	My family, we weren't big	231.6769
190	LES_se0_ag2_f_02	231.6769	(pause 0.20)	231.8744
191	LES_se0_ag2_f_02	231.8744	street people, like	232.8930
192	LES_se0_ag2_f_02	232.8930	(pause 0.27)	233.1652
193	LES_se0_ag2_f_02	233.1652	there were some family members who hung- who hung out in the streets, who got involved in	236.5837
194	LES_se0_ag2_f_02	236.5837	(pause 0.32)	236.9086
195	LES_se0_ag2_f_02	236.9086	some drugs, and gang stuff like that. As [a whole though,] my family's a really holistic type family.	241.0645
196	LES_int_01	238.5347	[Yeah.]	238.7655
197	LES_se0_ag2_f_02	241.4016	Really spiritual.	242.2489
198	LES_se0_ag2_f_02	242.2489	(pause 0.36)	242.6045
199	LES_se0_ag2_f_02	242.6045	You know, I come from, um. My grandmother's Jehovah's Witness, my mama's	245.3820
200	LES_se0_ag2_f_02	245.3820	(pause 0.37)	245.7508
201	LES_se0_ag2_f_02	245.7508	b- I was raised a Muslim.	246.9582
202	LES_se0_ag2_f_02	246.9582	(pause 0.35)	247.3050
203	LES_se0_ag2_f_02	247.3050	And at that time there were no Muslims out here. Very few Muslims. So, that was a struggle for me and my si- siblings.	251.8167
204	LES_int_01	251.8167	Right.	252.2689
205	LES_se0_ag2_f_02	252.2689	You know, cause young, we	253.2260
206	LES_se0_ag2_f_02	253.5684	were- I had scarves, and they would get pulled off, and everything like that, so it was	256.8885
207	LES_int_01	257.2266	[Wow.]	257.5866
208	LES_se0_ag2_f_02	257.2793	[a bit] of culture shock, because like, inside the home, it was a total different atmosphere than once you stepped outside the doors.	263.3232
209	LES_int_01	263.3232	Yeah. Now how did your- your mom ci- come to Islam?	265.8900
210	LES_se0_ag2_f_02	266.3202	<ts> In the sixti-	267.6684
211	LES_se0_ag2_f_02	267.6684	(pause 0.13)	267.7957
212	LES_se0_ag2_f_02	267.7957	late seven- early s- late sixties, early seventies, [she became] Muslim, [as well] as my uncle. She moved to um, Atlanta, then she moved to DC where she met my dad.	275.7069
213	LES_int_01	270.1769	[Okay.]	270.4271
214	LES_int_01	270.4271	(pause 0.78)	271.2060
215	LES_int_01	271.2060	[Okay.]	271.4581
216	LES_int_01	275.8255	Wow.	276.3102
217	LES_se0_ag2_f_02	276.3655	And,	276.8177
218	LES_se0_ag2_f_02	276.8177	(pause 0.47)	277.2874
219	LES_se0_ag2_f_02	277.2874	that's how all of that went [down.]	278.6001
220	LES_int_01	278.3718	[Wow.]	278.7494
221	LES_se0_ag2_f_02	279.0878	So, my family were actually, uh Black Panthers a lot,	282.3927
222	LES_int_01	282.3927	Right.	282.5991
223	LES_se0_ag2_f_02	282.5991	very	282.9892
224	LES_se0_ag2_f_02	283.1209	political	283.7757
225	LES_int_01	283.7757	Yeah.	284.0435
226	LES_se0_ag2_f_02	284.1488	activists, and um	285.2283
227	LES_int_01	285.4302	Right.	285.7200
228	LES_se0_ag2_f_02	285.9132	I mean, I'm talking about, they were	287.0415
229	LES_se0_ag2_f_02	287.0415	(pause 0.21)	287.2478
230	LES_se0_ag2_f_02	287.2478	they were making incense in the	288.2996
231	LES_se0_ag2_f_02	288.2996	(pause 0.17)	288.4709
232	LES_se0_ag2_f_02	288.4709	bathtub.	288.9582
233	LES_se0_ag2_f_02	288.9582	(pause 0.22)	289.1821
234	LES_se0_ag2_f_02	289.1821	Like,	289.4762
235	LES_se0_ag2_f_02	289.4762	(pause 0.74)	290.2182
236	LES_se0_ag2_f_02	290.2182	[That's] how serious it was. [My uncle] was still a merchant, and he was actually	293.2855
237	LES_int_01	290.2182	[Right.]	290.5372
238	LES_int_01	290.5372	(pause 0.65)	291.1869
239	LES_int_01	291.1869	[Right.]	291.5162
240	LES_se0_ag2_f_02	293.6148	he had one of the first	294.5631
241	LES_se0_ag2_f_02	294.5631	(pause 0.40)	294.9582
242	LES_se0_ag2_f_02	294.9582	stores	295.7616
243	LES_se0_ag2_f_02	295.7616	(pause 0.57)	296.3280
244	LES_se0_ag2_f_02	296.3280	on Avenue A.	297.5162
245	LES_se0_ag2_f_02	297.5162	(pause 1.32)	298.8333
246	LES_se0_ag2_f_02	298.8333	Right across the street from Tompkins Square Park, he had a bookstore.	301.3270
247	LES_se0_ag2_f_02	301.3270	(pause 0.92)	302.2445
248	LES_se0_ag2_f_02	302.2445	[New World.]	302.6821
249	LES_int_01	302.5020	[That's real cool.]	303.1474
250	LES_se0_ag2_f_02	302.9586	[W- New] World Trading.	304.1133
251	LES_se0_ag2_f_02	304.6313	So, [you know.]	305.6235
252	LES_int_01	305.0572	[Cool.]	305.4567
253	LES_int_01	306.2909	And are m- are you still a practicing muslim?	308.1304
254	LES_se0_ag2_f_02	308.1963	Yes, I am. [I just,] you know.	309.2923
255	LES_int_01	308.7084	[Okay.]	309.0201
256	LES_se0_ag2_f_02	310.4206	Got a l- got a little older, [wanted to be a little more, yeah. Wanted] to be a little more-	314.7187
257	LES_int_01	312.1548	[No more scarves, right? <laugh>]	313.8504
258	LES_int_01	314.8504	Yeah.	315.1738
259	LES_se0_ag2_f_02	315.2440	Do what I g- wanna do kind of thing. [But, my sib-] my sister, you know, everybody else still covers their /?/.	319.4915
260	LES_int_01	316.5678	[Yeah.]	316.8523
261	LES_se0_ag2_f_02	319.9438	I just [don't.]	320.4427
262	LES_int_01	320.2981	[Wow.]	320.8624
263	LES_se0_ag2_f_02	321.1188	But, [um.]	321.6364
264	LES_int_01	321.4033	[So,] that, yeah, that's unique in this neighborhood, [I think.]	323.4864
265	LES_se0_ag2_f_02	323.1239	[Yeah. Very] unique, [cause no-]	324.3257
266	LES_int_01	323.9201	[Did you ever] feel?	325.1511
267	LES_se0_ag2_f_02	325.9717	Yes. I don't even know what you were gonna say, [but.]	328.2053
268	LES_int_01	327.9908	[<laugh> L-] yeah.	328.6389
269	LES_se0_ag2_f_02	328.7229	Yes. I mean, it was definitely a struggle, because	331.0578
270	LES_se0_ag2_f_02	331.0578	(pause 0.29)	331.3516
271	LES_se0_ag2_f_02	331.3516	not only that, there weren't-	332.3774
272	LES_se0_ag2_f_02	332.3774	(pause 0.24)	332.6199
273	LES_se0_ag2_f_02	332.6199	when I was growing up, there was a large population of Latinos.	335.9330
274	LES_int_01	335.9889	Mm-hm.	336.3526
275	LES_se0_ag2_f_02	336.3526	Very large, [and] so.	337.7690
276	LES_int_01	337.0742	[Mm-hm.]	337.4146
277	LES_int_01	338.9067	Yeah. What was the make up in Baruch? It was Latino, [African Am-]	341.7325
278	LES_se0_ag2_f_02	341.1356	[It was Latino,] Africa- very few, like,	343.0696
279	LES_se0_ag2_f_02	343.5125	like when my mom was growing up, there were more African American families than there were when I was growing up.	347.4993
280	LES_int_01	347.4993	Mm-hm.	347.7698
281	LES_se0_ag2_f_02	348.0216	The ones who stayed,	349.0742
282	LES_se0_ag2_f_02	349.0742	(pause 0.17)	349.2468
283	LES_se0_ag2_f_02	349.2468	or the families that	350.2679
284	LES_se0_ag2_f_02	350.2679	(pause 0.20)	350.4684
285	LES_se0_ag2_f_02	350.4684	I knew.	350.9254
286	LES_se0_ag2_f_02	350.9254	(pause 0.66)	351.5835
287	LES_se0_ag2_f_02	351.5835	And um,	352.0673
288	LES_se0_ag2_f_02	352.0673	(pause 0.12)	352.1839
289	LES_se0_ag2_f_02	352.1839	a lot of Latinos, and it was a struggle b- growing up as an African American young lady in the- in this neighborhood, because, you know.	357.7549
290	LES_int_01	357.7595	Yeah.	357.9833
291	LES_se0_ag2_f_02	358.7294	Being accepted and things like that, [and um.]	360.5573
292	LES_int_01	360.2835	[Right.]	360.6285
293	LES_se0_ag2_f_02	361.1634	At the- when I was younger, I had very long hair, extremely long hair.	364.0346
294	LES_se0_ag2_f_02	364.0346	(pause 0.09)	364.1232
295	LES_se0_ag2_f_02	364.1232	You know, I just actually cut my hair like two weeks ago.	366.0397
296	LES_int_01	366.0863	Mm. [Looks good.]	366.9070
297	LES_se0_ag2_f_02	366.4593	[And so, /RD-NAME-2/] hasn't even seen it, so she's like gonna probably scream.	369.3539
298	LES_int_01	369.3539	[<laugh>]	370.2165
299	LES_se0_ag2_f_02	370.0673	[But,] I had very long hair, so the Latino girls were like	372.4593
300	LES_se0_ag2_f_02	373.1261	you know, and the black girls were like, so I kind of really didn't fit in, and I was kind of always really political myself. I was a little	378.2449
301	LES_se0_ag2_f_02	378.2449	(pause 0.25)	378.4920
302	LES_se0_ag2_f_02	378.4920	pro-black	379.1168
303	LES_se0_ag2_f_02	379.1168	(pause 0.55)	379.6705
304	LES_se0_ag2_f_02	379.6705	I used to wear Malcolm X buttons, t-shirts, all of that, you [know.]	382.5009
305	LES_int_01	382.4030	[Because] your family [had]	383.6595
306	LES_se0_ag2_f_02	383.3131	[Cause of my] family. [Cause influence from my family.] Exactly, so I was very- very, very, um.	387.4471
307	LES_int_01	384.3836	[instilled that /in you/.]	385.5699
308	LES_se0_ag2_f_02	387.8155	Political in that way, very militant in that way, so.	390.0863
309	LES_se0_ag2_f_02	390.0863	(pause 0.41)	390.4967
310	LES_se0_ag2_f_02	390.4967	I knew a lot of people were	391.3826
311	LES_se0_ag2_f_02	391.3826	(pause 0.26)	391.6426
312	LES_se0_ag2_f_02	391.6426	couldn't grap-	392.1415
313	LES_se0_ag2_f_02	392.1415	(pause 0.28)	392.4259
314	LES_se0_ag2_f_02	392.4259	didn't relate to me on that aspect. [You know] what I mean?	394.5569
315	LES_int_01	393.9787	[Right.]	394.2724
316	LES_int_01	394.5755	Yeah.	394.8133
317	LES_se0_ag2_f_02	394.8133	But, I also danced.	395.6946
318	LES_se0_ag2_f_02	396.0257	The arts was a big thing for me, so in [elementary] school,	398.3746
319	LES_int_01	397.4580	[Cool.]	397.8077
320	LES_se0_ag2_f_02	398.7710	I di- b- we were in Shakespearian plays, you know. Thank God Ms. /RD-NAME-2/	402.8231
321	LES_se0_ag2_f_02	402.8231	(pause 0.33)	403.1541
322	LES_se0_ag2_f_02	403.1541	and Ms. /RD-NAME-3/ actually believed in us. (laughing)	405.5452
323	LES_int_01	405.5452	[Yeah.<laugh>]	406.3006
324	LES_se0_ag2_f_02	405.8950	[Cause you know,] she- we went all over the country touring.	408.2628
325	LES_se0_ag2_f_02	408.7151	[You know,] we did Midsummer Night's Dream at Henry Street Settlement.	410.8834
326	LES_int_01	408.7151	[Wow.]	409.1208
327	LES_se0_ag2_f_02	411.6528	So, my [childhood, I wou-] I would- I'd like to say I had a good childhood, I mean.	415.4239
328	LES_int_01	412.2511	[That's cool.]	412.9316
329	LES_se0_ag2_f_02	416.0254	My father passed away. That's the only thing I think	418.4303
330	LES_se0_ag2_f_02	418.4303	(pause 0.13)	418.5562
331	LES_se0_ag2_f_02	418.5562	really effected my childhood, [but other] than that, I had a very good nucleus.	422.1233
332	LES_int_01	420.1323	[Yeah.]	420.4820
333	LES_se0_ag2_f_02	422.4870	My mom was the best. She actually worked here	424.2574
334	LES_se0_ag2_f_02	424.2574	(pause 0.65)	424.9071
335	LES_se0_ag2_f_02	424.9071	for fifteen [years.]	425.8602
336	LES_int_01	425.7204	[Oh. That's neat.]	426.7222
337	LES_se0_ag2_f_02	426.1354	[But I think] that's why I go- came into this work.	428.0052
338	LES_int_01	428.1171	Yeah.	428.4901
339	LES_se0_ag2_f_02	428.5880	But, um.	429.1010
340	LES_int_01	430.1641	What did you play as a kid?	431.3951
341	LES_int_01	431.3951	(pause 0.41)	431.8008
342	LES_int_01	431.8008	<ts> Where did you play? First of all. Because in Baruch, you have [playgrounds.]	434.7186
343	LES_se0_ag2_f_02	434.5414	[Oh.] Yeah. [The park right across the-] yeah. Right next to my house, there was a park in front of my house, a park in the side of my house, and a	439.3338
344	LES_int_01	435.0285	[So, you played there in the park?]	436.1568
345	LES_se0_ag2_f_02	439.4830	park in the back of my house, and then we had the FDR Drive, [hello.]	442.3693
346	LES_int_01	442.2489	[You] guys were so lucky, because a lot of kids	444.6772
347	LES_int_01	444.7938	lived on a block with tenements, and so they just played in the street.	447.8386
348	LES_se0_ag2_f_02	447.9925	Exactly.	448.6780
349	LES_int_01	448.6780	And you guys have parks everywhere.	449.9151
350	LES_se0_ag2_f_02	449.9151	And yeah, we had everywhere. And we were very fortunate in that way.	452.8214
351	LES_int_01	452.6766	[Yeah.]	453.1973
352	LES_se0_ag2_f_02	452.9751	[I think.]	453.5107
353	LES_se0_ag2_f_02	453.8268	But now, a lot of those parks are getting taken away from us, [unfortunately.]	457.1442
354	LES_int_01	456.5866	[Yeah.]	457.1442
355	LES_se0_ag2_f_02	457.4515	Like, the big park where [we used to frequent,]	459.2559
356	LES_int_01	458.4964	[The big park.]	459.2340
357	LES_se0_ag2_f_02	459.6028	Now, it's a football field, and it's reserved for Bard	462.1388
358	LES_se0_ag2_f_02	462.1388	(pause 0.24)	462.3803
359	LES_se0_ag2_f_02	462.3803	Early College. It's like, okay, that's all good	464.2549
360	LES_se0_ag2_f_02	464.2549	(pause 0.09)	464.3428
361	LES_se0_ag2_f_02	464.3428	but,	464.5711
362	LES_se0_ag2_f_02	464.5711	(pause 0.11)	464.6764
363	LES_se0_ag2_f_02	464.6764	you know.	464.9618
364	LES_int_01	465.1857	I heard [that.]	465.8135
365	LES_se0_ag2_f_02	465.6862	[What] about the rest of the day when you guys aren't in session? [Like,] the kids can't.	469.8379
366	LES_int_01	469.0344	[Yeah.]	469.2496
367	LES_se0_ag2_f_02	470.1364	But, people u- um, use it, like I said, I don't live here anymore, so I don't know how many.	474.1740
368	LES_se0_ag2_f_02	474.1740	(pause 0.35)	474.5208
369	LES_se0_ag2_f_02	474.5208	I don't know if people frequent	475.5832
370	LES_se0_ag2_f_02	475.5832	(pause 0.17)	475.7501
371	LES_se0_ag2_f_02	475.7501	these places, I don't really know as	477.3657
372	LES_se0_ag2_f_02	477.3657	(pause 0.14)	477.5106
373	LES_se0_ag2_f_02	477.5106	[much as I] did then. But, I know when I grew up.	479.3676
374	LES_int_01	477.5106	[Yeah.]	477.8380
375	LES_se0_ag2_f_02	479.6793	I got scars to prove it.	480.9695
376	LES_int_01	481.2417	[Yeah.]	481.6676
377	LES_se0_ag2_f_02	481.4174	[We used] to run through everywhere.	483.4178
378	LES_se0_ag2_f_02	483.9227	It was.	484.3573
