Line	Spkr	StTime	Content	EnTime
168	ATL_Int_01	219.0817	[/?/]	219.3323
169	ATL_Int_01	221.0114	I'm the main character at the end of the story, I gotta invade.	223.1955
170	ATL_se0_ag1_m_01	223.8189	Yeah, man.	224.6817
171	ATL_se0_ag1_m_01	224.6817	(pause 0.58)	225.2588
172	ATL_se0_ag1_m_01	225.2588	But the plot always involve a female, bruh.	227.5267
173	ATL_se0_ag1_m_01	227.5267	(pause 0.18)	227.7063
174	ATL_se0_ag1_m_01	227.7063	If you ever peeped it.	228.7133
175	ATL_Int_01	229.2384	You said what?	229.8287
176	ATL_se0_ag1_m_01	230.0490	The plot of movies always involve a female, you [know?]	232.6925
177	ATL_Int_01	232.5528	[Somehow], [some way.]	233.5644
178	ATL_se0_ag1_m_01	233.2733	[Somehow], some way, man.	234.8504
179	ATL_Int_01	239.3281	Mm, mm, mm, mm, mm, mm, mm, mm. (humming)	242.4813
180	ATL_se0_ag1_m_01	242.8595	Hell yeah, man.	244.0451
181	ATL_Int_01	246.5167	Bruh, have you noticed that all-	247.8693
182	ATL_Int_01	247.8693	(pause 0.10)	247.9725
183	ATL_Int_01	247.9725	damn near all movies got happy endings?	250.2786
184	ATL_se0_ag1_m_01	250.8424	Nah, that's not true.	251.9569
185	ATL_se0_ag1_m_01	251.9569	(pause 1.35)	253.3071
186	ATL_se0_ag1_m_01	253.3071	Have you ever seen Menace to Society?	255.4032
187	ATL_se0_ag1_m_01	255.4032	(pause 0.53)	255.9296
188	ATL_se0_ag1_m_01	255.9296	That shit was sad.	257.0161
189	ATL_se0_ag1_m_01	257.0161	(pause 3.22)	260.2402
190	ATL_se0_ag1_m_01	260.2402	O-Dog went to jail.	261.5167
191	ATL_se0_ag1_m_01	261.5167	(pause 0.71)	262.2247
192	ATL_se0_ag1_m_01	262.2247	Caine got merked.	263.4419
193	ATL_se0_ag1_m_01	263.4419	(pause 0.75)	264.1959
194	ATL_se0_ag1_m_01	264.1959	Uh,	264.8120
195	ATL_se0_ag1_m_01	264.8120	(pause 0.42)	265.2350
196	ATL_se0_ag1_m_01	265.2350	Sharif got merked.	266.5948
197	ATL_Int_01	270.1885	But, hold on. What about, um,	271.9505
198	ATL_se0_ag1_m_01	272.0827	[<laugh>]	273.8618
199	ATL_Int_01	273.5600	[Jada] Pinkett?	274.3887
200	ATL_se0_ag1_m_01	275.2288	She moved to Atlanta,	276.4455
201	ATL_se0_ag1_m_01	276.4455	(pause 0.37)	276.8156
202	ATL_se0_ag1_m_01	276.8156	but her nigga was dead,	278.2298
203	ATL_se0_ag1_m_01	278.2298	(pause 0.28)	278.5136
204	ATL_se0_ag1_m_01	278.5136	and her other nigga was locked up.	280.3164
205	ATL_Int_01	280.7668	She got a free life to start fresh in Atlanta.	283.7202
206	ATL_Int_01	283.7202	(pause 1.18)	284.9049
207	ATL_Int_01	284.9049	She had the best chance out of everybody in that son of a bitch.	287.3632
208	ATL_se0_ag1_m_01	287.5767	Nigga, that's probably the reason everybody started moving to Atlanta.	290.7461
209	ATL_se0_ag1_m_01	290.7461	(pause 1.23)	291.9808
210	ATL_se0_ag1_m_01	291.9808	Man, it's the best place to go get out of trouble.	294.0500
211	ATL_Int_01	294.0624	[<laugh>]	295.1151
212	ATL_se0_ag1_m_01	294.6140	[Ah hell] nah, nigga.	296.2520
213	ATL_Int_01	296.7976	We're on that crazy shit [down here.]	298.4181
214	ATL_se0_ag1_m_01	298.0746	[N- you] /done/ came to find some more shit.	300.0073
215	ATL_se0_ag1_m_01	300.9365	We got a whole nother kind of trouble for your ass.	303.4540
216	ATL_Int_01	303.5906	<laugh>	304.0047
217	ATL_Int_01	304.0047	(pause 1.85)	305.8518
218	ATL_Int_01	305.8518	Yeah, niggas got /troubles/ down here.	307.6824
219	ATL_se0_ag1_m_01	307.7419	Mm-hm.	308.3499
220	ATL_Int_01	308.5393	Everybody got 'em.	309.3059
221	ATL_se0_ag1_m_01	309.5483	Everybody got 'em like they mother fucking	311.5125
222	ATL_se0_ag1_m_01	311.5125	(pause 0.39)	311.9002
223	ATL_se0_ag1_m_01	311.9002	license plates or some shit.	313.4158
224	ATL_Int_01	314.8470	You said what?	315.3845
225	ATL_se0_ag1_m_01	315.4858	I said everybody got 'em like they license plates or some shit.	318.3823
226	ATL_Int_01	318.8246	Oh yeah, that's-	319.8291
227	ATL_Int_01	319.8291	(pause 0.86)	320.6894
228	ATL_Int_01	320.6894	that definitely Georgia for you.	322.0645
229	ATL_Int_01	322.0645	(pause 1.05)	323.1195
230	ATL_Int_01	323.1195	What other, um,	324.0686
231	ATL_Int_01	324.0686	(pause 0.35)	324.4154
232	ATL_Int_01	324.4154	states have you been to?	325.5737
233	ATL_se0_ag1_m_01	326.3368	Shit, I went to, uh, Mississippi before,	328.5618
234	ATL_Int_01	329.1674	[Ooh.]	329.5172
235	ATL_se0_ag1_m_01	329.3372	[like] recently. That was the most recent.	330.9420
236	ATL_se0_ag1_m_01	331.6994	It was for, uh, my cousin. He had a show.	333.9138
237	ATL_se0_ag1_m_01	333.9138	(pause 1.40)	335.3180
238	ATL_se0_ag1_m_01	335.3180	I was, uh,	336.0846
239	ATL_se0_ag1_m_01	336.0846	(pause 0.48)	336.5661
240	ATL_se0_ag1_m_01	336.5661	video taping that shit.	337.8381
241	ATL_Int_01	338.5430	Oh you was, um,	339.5362
242	ATL_Int_01	339.5362	(pause 0.44)	339.9768
243	ATL_Int_01	339.9768	camera man.	340.5127
244	ATL_se0_ag1_m_01	340.5293	Yeah, I was camera man.	341.4274
245	ATL_Int_01	341.6234	Oh, well turn up.	342.4354
246	ATL_se0_ag1_m_01	342.5692	Yeah, it was paid gig. It was our first paid, like, you know what I'm saying, event.	346.2546
247	ATL_se0_ag1_m_01	346.2546	(pause 1.17)	347.4291
248	ATL_se0_ag1_m_01	347.4291	It was- it was- [it was- good, real.]	349.4508
249	ATL_Int_01	348.1140	[/You crazy. Gotta/ turn] [up.]	350.1387
250	ATL_se0_ag1_m_01	349.6588	[<laugh>]	350.2733
251	ATL_Int_01	351.2137	Okay.	351.8334
252	ATL_se0_ag1_m_01	352.6332	They, uh, [/basically-/]	353.6479
253	ATL_Int_01	353.1298	[How did the], um,	354.2617
254	ATL_Int_01	354.5261	people like- um,	355.8006
255	ATL_se0_ag1_m_01	356.3278	They loved us. They fucking loved us. They called us Hotlanta the whole night.	359.7807
256	ATL_Int_01	360.2500	Hotlanta.	361.0341
257	ATL_se0_ag1_m_01	361.0628	Hotlanta. Hotlanta is country as hell, bruh.	363.5293
258	ATL_Int_01	363.5601	Hotlanta.	364.2597
259	ATL_se0_ag1_m_01	364.2917	They had a big ass keg. Everybody-	366.1406
260	ATL_se0_ag1_m_01	366.1406	(pause 0.12)	366.2655
261	ATL_se0_ag1_m_01	366.2655	everybody-	367.0752
262	ATL_se0_ag1_m_01	367.0752	(pause 0.88)	367.9564
263	ATL_se0_ag1_m_01	367.9564	everybody was drunk off beer.	370.0178
264	ATL_Int_01	370.3354	Okay.	370.8300
265	ATL_se0_ag1_m_01	371.0547	God damn,	372.0064
266	ATL_se0_ag1_m_01	372.0064	(pause 0.36)	372.3632
267	ATL_se0_ag1_m_01	372.3632	they had this	372.9933
268	ATL_se0_ag1_m_01	372.9933	(pause 1.24)	374.2313
269	ATL_se0_ag1_m_01	374.2313	awkward ass twerk contest.	376.0186
270	ATL_Int_01	377.3939	Twerk or /threat/?	378.3682
271	ATL_se0_ag1_m_01	378.5658	Twerk.	378.9033
272	ATL_se0_ag1_m_01	378.9033	(pause 0.15)	379.0487
273	ATL_se0_ag1_m_01	379.0487	It was weird as fuck.	380.2147
274	ATL_se0_ag1_m_01	380.2147	(pause 0.58)	380.7942
275	ATL_se0_ag1_m_01	380.7942	It was a pregnant bitch smoking a cigarette	382.7656
276	ATL_se0_ag1_m_01	382.7656	(pause 0.35)	383.1137
277	ATL_se0_ag1_m_01	383.1137	[in the twerk contest], like	385.0364
278	ATL_Int_01	383.1579	[<laugh>]	384.2973
279	ATL_se0_ag1_m_01	385.9672	it was- it was fucking weird, bruh.	388.0555
280	ATL_se0_ag1_m_01	388.0555	(pause 0.11)	388.1652
281	ATL_se0_ag1_m_01	388.1652	But it was cool show though.	389.6741
282	ATL_se0_ag1_m_01	389.6741	(pause 0.84)	390.5139
283	ATL_se0_ag1_m_01	390.5139	They had g-	391.0851
284	ATL_se0_ag1_m_01	391.0851	(pause 0.14)	391.2291
285	ATL_se0_ag1_m_01	391.2291	good instrument players, you know what I'm saying. They band was lit.	393.8175
286	ATL_Int_01	394.1499	So the reason you made it	395.8549
287	ATL_Int_01	395.8549	(pause 0.35)	396.2074
288	ATL_Int_01	396.2074	to	396.7687
289	ATL_Int_01	396.7687	(pause 0.78)	397.5500
290	ATL_Int_01	397.5500	what, Mississippi?	398.5680
291	ATL_se0_ag1_m_01	399.0882	Yup.	399.3380
292	ATL_Int_01	399.6266	That state Mississippi was because of your-	402.1915
293	ATL_Int_01	402.1915	(pause 1.11)	403.2979
294	ATL_Int_01	403.2979	your, um,	404.3539
295	ATL_Int_01	404.3539	(pause 0.22)	404.5712
296	ATL_Int_01	404.5712	videography skills?	406.0960
297	ATL_se0_ag1_m_01	406.4661	Yup.	406.7703
298	ATL_Int_01	407.6969	That's what's up, bruh.	408.7085
299	ATL_se0_ag1_m_01	411.6735	I've been to, uh,	412.7825
300	ATL_se0_ag1_m_01	412.7825	(pause 1.94)	414.7248
301	ATL_se0_ag1_m_01	414.7248	where else?	415.4359
302	ATL_se0_ag1_m_01	415.4359	(pause 0.11)	415.5491
303	ATL_se0_ag1_m_01	415.5491	I went to Indiana when I was like a kid. I don't really remember that shit.	418.9102
304	ATL_se0_ag1_m_01	418.9102	(pause 0.17)	419.0785
305	ATL_se0_ag1_m_01	419.0785	I don't know if it count.	420.1670
306	ATL_Int_01	420.4886	Oh man, was it Gary, [Indiana?]	422.1224
307	ATL_se0_ag1_m_01	421.9991	[Absolutely.]	422.9067
308	ATL_Int_01	422.9570	Oh [shit. (whispered)]	423.6614
309	ATL_se0_ag1_m_01	423.3709	[<laugh>]	426.0703
310	ATL_Int_01	424.4157	[It definitely counts.]	425.5456
311	ATL_Int_01	426.6849	[/inaudible/]	428.3222
312	ATL_se0_ag1_m_01	426.8271	[That's a once in a life time], [fucking]	429.4044
313	ATL_Int_01	429.3092	[Mm-hm.]	429.7292
314	ATL_se0_ag1_m_01	429.4969	[type] of thing.	430.3660
315	ATL_Int_01	430.6994	Nah, definitely.	431.7142
316	ATL_se0_ag1_m_01	431.8243	Yeah, bruh.	432.8219
317	ATL_Int_01	432.8075	I think I remember one /??/ (laughing)?	434.6635
318	ATL_se0_ag1_m_01	434.6723	Yo, yo, he hit my cousin in the face with a	437.2224
319	ATL_se0_ag1_m_01	437.2224	(pause 0.08)	437.3010
320	ATL_se0_ag1_m_01	437.3010	fucking snowball, [bruh.]	438.8134
321	ATL_Int_01	438.7038	[<laugh>]	439.3722
322	ATL_se0_ag1_m_01	439.3042	[Knocked] his glasses off. That nigga run in the house crying.	441.5992
323	ATL_se0_ag1_m_01	441.7035	[<laugh>]	444.1412
324	ATL_Int_01	443.0330	[Ah.]	443.5834
325	ATL_Int_01	443.5834	(pause 0.41)	443.9900
326	ATL_Int_01	443.9900	[He-]	444.1932
327	ATL_se0_ag1_m_01	444.4627	We all had to go in the house cause of that shit. I was- [I was mad as] fuck, bruh.	448.4576
328	ATL_Int_01	446.8954	[<laugh>]	447.7255
329	ATL_se0_ag1_m_01	448.9749	Cause, you know, we from Georgia, nigga, we don't see no snow. Y'all got a bunch of fucking snow.	452.9021
330	ATL_Int_01	453.0723	Yo.	453.5098
331	ATL_se0_ag1_m_01	453.5165	That's the first thing we wanted to do.	455.0256
332	ATL_Int_01	455.3328	Yo, [definitely.]	456.5507
333	ATL_se0_ag1_m_01	455.9203	[Fuck somebody] up with a snowball, nigga. We used to throw, uh,	458.9059
334	ATL_se0_ag1_m_01	459.4874	dirt clods and shit. You know, uh, you remem- remember those shits?	462.3634
335	ATL_Int_01	462.6607	Dirt [clods.] (laughing)	463.5406
336	ATL_se0_ag1_m_01	463.3429	[Yeah], [we- you know], you	464.5373
337	ATL_Int_01	463.7297	[Yeah.]	464.0842
338	ATL_se0_ag1_m_01	464.6795	get [the like clay. That shit be like together, like a rock.] That [shit just] blow up. We used to have, like them kind of fights, nigga.	470.5261
339	ATL_Int_01	464.9616	[Oh yeah, /inaudible/ explode /inaudible/]	467.3006
340	ATL_Int_01	467.3006	(pause 0.35)	467.6522
341	ATL_Int_01	467.6522	[Yeah.]	468.0192
342	ATL_Int_01	470.5929	Oh.	470.9427
343	ATL_se0_ag1_m_01	470.9949	Wasn't no snowball fight.	472.4791
344	ATL_Int_01	473.1031	That is the best we have [right there. If we got some snow, that shit] really hurt though. It's like throwing ice.	478.5846
345	ATL_se0_ag1_m_01	474.7384	[/Man/, you go home bruised up.]	476.4969
346	ATL_se0_ag1_m_01	478.5926	Yeah, you get fucked up.	479.7812
347	ATL_Int_01	479.8921	[<laugh>]	480.9802
348	ATL_se0_ag1_m_01	480.2713	[<laugh>]	482.3835
349	ATL_Int_01	482.0478	[Very] very [scary.]	483.3826
350	ATL_se0_ag1_m_01	483.0437	[Yeah], I remember all of that.	484.6385
351	ATL_se0_ag1_m_01	485.0470	Good shit man. We would kind of- we walk around the neighborhood terrorizing niggas, bruh.	489.1227
352	ATL_Int_01	489.8693	What- um,	490.9619
353	ATL_Int_01	490.9619	(pause 0.93)	491.8959
354	ATL_Int_01	491.8959	what high school did you go to?	493.5089
355	ATL_se0_ag1_m_01	493.9076	I went to three high schools.	495.7609
356	ATL_Int_01	496.0144	Okay.	496.4835
357	ATL_se0_ag1_m_01	496.8403	So this shit should be pretty interesting.	498.7851
358	ATL_Int_01	499.3687	[<laugh>]	500.2984
359	ATL_se0_ag1_m_01	499.4429	[<laugh>]	500.8704
360	ATL_Int_01	500.9980	Definitely. What was, um,	502.4984
361	ATL_Int_01	502.4984	(pause 0.17)	502.6677
362	ATL_Int_01	502.6677	name-	503.0600
363	ATL_Int_01	503.0600	(pause 0.21)	503.2694
364	ATL_Int_01	503.2694	name one of 'em.	503.9583
365	ATL_se0_ag1_m_01	504.1270	I went to /RD-SCHOOL-2/ like ninth grade.	506.3583
366	ATL_Int_01	507.0548	I thought you had went to /RD-SCHOOL-2/ the whole time.	509.2617
367	ATL_se0_ag1_m_01	509.3542	Shit, I wo- I- nah, I wouldn't have-	511.4272
368	ATL_se0_ag1_m_01	511.4272	(pause 0.14)	511.5656
369	ATL_se0_ag1_m_01	511.5656	I woulda-	512.1518
370	ATL_se0_ag1_m_01	512.1518	(pause 1.14)	513.2966
371	ATL_se0_ag1_m_01	513.2966	it woulda been bad, bruh.	514.6139
372	ATL_se0_ag1_m_01	514.6139	(pause 1.85)	516.4594
373	ATL_se0_ag1_m_01	516.4594	It woulda been bad. I was- I was bad as fuck man.	519.3865
374	ATL_Int_01	519.5653	That's why you had to go to three different [schools?]	521.6463
375	ATL_se0_ag1_m_01	521.3579	[Yeah] I was bad as fuck,	522.9809
376	ATL_se0_ag1_m_01	523.3994	but it was like	524.1500
377	ATL_se0_ag1_m_01	524.1500	(pause 0.08)	524.2263
378	ATL_se0_ag1_m_01	524.2263	mischievous bad, not like-	526.0623
379	ATL_Int_01	527.2663	I don't remember you being that bad, man.	529.0682
380	ATL_se0_ag1_m_01	529.2488	Yeah, I was mischievous, [n-]	530.8897
381	ATL_Int_01	530.6719	[Mischievous?] (laughing)	532.5594
382	ATL_se0_ag1_m_01	531.7381	[Yeah, bruh.]	532.5014
383	ATL_Int_01	533.4808	That's a [word.]	534.2189
384	ATL_se0_ag1_m_01	533.7251	[/Like/]	534.1190
385	ATL_se0_ag1_m_01	534.6716	god damn,	535.4685
386	ATL_se0_ag1_m_01	535.4685	(pause 0.78)	536.2463
387	ATL_se0_ag1_m_01	536.2463	I- I had- well really what was happening, I kept skipping that shit. Like we used to- I used to have to- I walked to school.	541.7766
388	ATL_Int_01	541.9767	Mm-hm.	542.3173
389	ATL_se0_ag1_m_01	542.5347	So I like-	543.3290
390	ATL_se0_ag1_m_01	543.3290	(pause 0.69)	544.0144
391	ATL_se0_ag1_m_01	544.0144	what I'd do was, you know what I'm saying, around like-	546.2041
392	ATL_se0_ag1_m_01	546.2041	(pause 0.78)	546.9854
393	ATL_se0_ag1_m_01	546.9854	we was on block schedule. In the first block,	548.9559
394	ATL_se0_ag1_m_01	548.9559	(pause 0.75)	549.7093
395	ATL_se0_ag1_m_01	549.7093	it be like kind of /told/ us like,	551.3151
396	ATL_se0_ag1_m_01	551.3151	(pause 0.33)	551.6487
