Line	Spkr	StTime	Content	EnTime
77	DCB_se1_ag1_m_01	82.2961	you would be in the mentoring program from six to eighteen-	84.3820
78	DCB_se1_ag1_m_01	84.3820	(pause 0.42)	84.7991
79	DCB_se1_ag1_m_01	84.7991	ages six	85.4684
80	DCB_se1_ag1_m_01	85.4684	(pause 0.12)	85.5855
81	DCB_se1_ag1_m_01	85.5855	to	85.9066
82	DCB_se1_ag1_m_01	85.9066	(pause 0.15)	86.0567
83	DCB_se1_ag1_m_01	86.0567	eighteen,	86.6300
84	DCB_se1_ag1_m_01	86.6300	(pause 0.53)	87.1612
85	DCB_se1_ag1_m_01	87.1612	then from eighteen	88.0376
86	DCB_se1_ag1_m_01	88.0376	(pause 0.08)	88.1186
87	DCB_se1_ag1_m_01	88.1186	to twenty five you have the chance to be a mentor.	90.1565
88	DCB_int_01	90.9457	Ah so it's kind of a full cycle	92.4944
89	DCB_se1_ag1_m_01	92.7706	Uh-huh.	93.1037
90	DCB_int_01	93.2268	thing. [I'm gonna] clip this here so I can turn your volume up.	95.8500
91	DCB_se1_ag1_m_01	93.5089	[And one-]	93.8356
92	DCB_se1_ag1_m_01	96.2911	And once you in college we will try to do	99.2294
93	DCB_se1_ag1_m_01	99.2294	(pause 0.77)	100.0007
94	DCB_se1_ag1_m_01	100.0007	uh, a scholarship.	101.0981
95	DCB_int_01	101.7955	[For the-]	102.2277
96	DCB_se1_ag1_m_01	101.8796	[For all] your years.	102.8289
97	DCB_se1_ag1_m_01	103.3472	As long as you still participate in the program.	105.3521
98	DCB_int_01	105.8353	Cool.	106.3515
99	DCB_int_01	106.3515	(pause 0.29)	106.6455
100	DCB_int_01	106.6455	And how do you um- where do you think you're gonna get your-	109.3095
101	DCB_int_01	109.3095	(pause 0.12)	109.4338
102	DCB_int_01	109.4338	your guys from? You wanna do it in the DC area or you wanna go-	112.0450
103	DCB_se1_ag1_m_01	112.0780	Yeah I'm gonna start from	112.9724
104	DCB_se1_ag1_m_01	112.9724	(pause 0.21)	113.1794
105	DCB_se1_ag1_m_01	113.1794	DMV area.	113.9114
106	DCB_int_01	114.0678	Okay.	114.4069
107	DCB_se1_ag1_m_01	114.4039	DC.	114.7941
108	DCB_se1_ag1_m_01	115.0943	Perhaps.	115.7116
109	DCB_int_01	115.9796	And then	116.4743
110	DCB_int_01	116.4743	(pause 0.08)	116.5589
111	DCB_int_01	116.5589	what is your um,	117.9035
112	DCB_int_01	117.9035	(pause 0.44)	118.3416
113	DCB_int_01	118.3416	what do your parents do?	119.3080
114	DCB_se1_ag1_m_01	120.1274	Uh, my mom	121.4000
115	DCB_se1_ag1_m_01	121.4000	(pause 1.14)	122.5435
116	DCB_se1_ag1_m_01	122.5435	she's a security guard.	123.7890
117	DCB_int_01	130.7761	Mm-hm.	131.0851
118	DCB_se1_ag1_m_01	131.1962	And my dad	131.8265
119	DCB_se1_ag1_m_01	131.8265	(pause 0.31)	132.1386
120	DCB_se1_ag1_m_01	132.1386	is a maintenance worker.	133.1231
121	DCB_int_01	133.5973	Oh.	133.9575
122	DCB_int_01	133.9575	(pause 0.80)	134.7588
123	DCB_int_01	134.7588	And where were they born?	135.6052
124	DCB_se1_ag1_m_01	136.3014	Washington DC.	136.9281
125	DCB_se1_ag1_m_01	136.9281	(pause 0.82)	137.7480
126	DCB_se1_ag1_m_01	137.7480	[I mean my mom-]	138.3272
127	DCB_int_01	137.7750	[Oh both were-]	138.3693
128	DCB_se1_ag1_m_01	138.4533	[my mom] was Washington D- I think my dad was North Carolina.	140.6826
129	DCB_int_01	138.4533	[Mm-hm.]	138.8160
130	DCB_int_01	149.0509	We'll see how this goes, we may have to move just cause of the-	151.6817
131	DCB_int_01	151.6817	(pause 0.63)	152.3134
132	DCB_int_01	152.3134	if I can pick you up, I think it's picking you up	154.1832
133	DCB_int_01	154.1832	(pause 0.14)	154.3212
134	DCB_int_01	154.3212	fine though.	154.7805
135	DCB_int_01	154.7805	(pause 0.34)	155.1166
136	DCB_int_01	155.1166	Okay.	155.3807
137	DCB_int_01	155.3807	(pause 0.28)	155.6628
138	DCB_int_01	155.6628	So,	156.0201
139	DCB_int_01	156.0201	(pause 0.72)	156.7433
140	DCB_int_01	156.7433	tell me a little bit about Congress Heights, um, your family	160.8761
141	DCB_int_01	160.8761	(pause 0.37)	161.2453
142	DCB_int_01	161.2453	um,	161.7239
143	DCB_int_01	161.7239	(pause 0.72)	162.4428
144	DCB_int_01	162.4428	your neighborhood.	163.3550
145	DCB_se1_ag1_m_01	164.7478	Uh, well,	165.4878
146	DCB_se1_ag1_m_01	165.4878	(pause 0.26)	165.7502
147	DCB_se1_ag1_m_01	165.7502	basically	166.7256
148	DCB_se1_ag1_m_01	166.7256	(pause 0.69)	167.4129
149	DCB_se1_ag1_m_01	167.4129	as of today, Congress Heights has lost in	170.3216
150	DCB_se1_ag1_m_01	170.3216	(pause 0.14)	170.4657
151	DCB_se1_ag1_m_01	170.4657	a month	171.2097
152	DCB_se1_ag1_m_01	171.2097	(pause 0.74)	171.9504
153	DCB_se1_ag1_m_01	171.9504	I would say three weeks we had lost two,	173.8351
154	DCB_se1_ag1_m_01	173.8351	(pause 0.63)	174.4633
155	DCB_se1_ag1_m_01	174.4633	we had two killings there,	175.6878
156	DCB_se1_ag1_m_01	175.6878	(pause 1.10)	176.7881
157	DCB_se1_ag1_m_01	176.7881	as of right now. But growing up in Congress Heights it was-	179.2252
158	DCB_se1_ag1_m_01	179.2252	(pause 1.14)	180.3616
159	DCB_se1_ag1_m_01	180.3616	it was fun	181.1420
160	DCB_se1_ag1_m_01	181.1420	(pause 0.85)	181.9943
161	DCB_se1_ag1_m_01	181.9943	but it was difficult	183.1717
162	DCB_se1_ag1_m_01	183.1717	(pause 0.67)	183.8391
163	DCB_se1_ag1_m_01	183.8391	cause it was still	184.8115
164	DCB_se1_ag1_m_01	184.8115	(pause 0.16)	184.9676
165	DCB_se1_ag1_m_01	184.9676	a	185.3077
166	DCB_se1_ag1_m_01	185.3077	(pause 0.82)	186.1237
167	DCB_se1_ag1_m_01	186.1237	neighborhood against neighborhood	187.2922
168	DCB_se1_ag1_m_01	187.2922	(pause 0.10)	187.3883
169	DCB_se1_ag1_m_01	187.3883	type of	188.0966
170	DCB_se1_ag1_m_01	188.0966	(pause 0.96)	189.0531
171	DCB_se1_ag1_m_01	189.0531	beef and	190.0774
172	DCB_se1_ag1_m_01	190.0774	(pause 0.84)	190.9218
173	DCB_se1_ag1_m_01	190.9218	I n- my	191.7778
174	DCB_se1_ag1_m_01	191.7778	(pause 0.10)	191.8741
175	DCB_se1_ag1_m_01	191.8741	parents grew up around there so I was	193.6109
176	DCB_se1_ag1_m_01	193.6109	(pause 0.14)	193.7508
177	DCB_se1_ag1_m_01	193.7508	pretty- I was safe but I wasn't safe.	195.3356
178	DCB_int_01	195.7515	Mm-hm.	196.0836
179	DCB_se1_ag1_m_01	196.7679	Uh, I had /began before the street life/ for- to age fourteen	200.2616
180	DCB_se1_ag1_m_01	200.2616	(pause 0.88)	201.1417
181	DCB_se1_ag1_m_01	201.1417	because of the situations that happened around there.	203.1097
182	DCB_se1_ag1_m_01	203.1097	(pause 0.95)	204.0629
183	DCB_se1_ag1_m_01	204.0629	Uh,	204.7216
184	DCB_se1_ag1_m_01	204.7216	(pause 1.70)	206.4240
185	DCB_se1_ag1_m_01	206.4240	my grandmother	207.5173
186	DCB_se1_ag1_m_01	207.5173	(pause 2.42)	209.9412
187	DCB_se1_ag1_m_01	209.9412	was a alcoholic.	210.9359
188	DCB_se1_ag1_m_01	210.9359	(pause 0.93)	211.8619
189	DCB_se1_ag1_m_01	211.8619	She's uh, clean now for about	214.0667
190	DCB_se1_ag1_m_01	214.0667	(pause 0.31)	214.3748
191	DCB_se1_ag1_m_01	214.3748	three- three years now.	215.7388
192	DCB_se1_ag1_m_01	215.7388	(pause 1.25)	216.9919
193	DCB_se1_ag1_m_01	216.9919	And my mom	217.7403
194	DCB_se1_ag1_m_01	217.7403	(pause 0.49)	218.2285
195	DCB_se1_ag1_m_01	218.2285	raised us-	218.9048
196	DCB_se1_ag1_m_01	218.9048	(pause 0.16)	219.0649
197	DCB_se1_ag1_m_01	219.0649	raised me and my three brothers	220.2574
198	DCB_se1_ag1_m_01	220.2574	(pause 0.33)	220.5853
199	DCB_se1_ag1_m_01	220.5853	as a single parent.	221.5733
200	DCB_se1_ag1_m_01	221.5733	(pause 0.24)	221.8179
201	DCB_se1_ag1_m_01	221.8179	My dad was locked up for seven years.	223.8899
202	DCB_se1_ag1_m_01	223.8899	(pause 1.10)	224.9871
203	DCB_se1_ag1_m_01	224.9871	Uh-	225.7114
204	DCB_int_01	228.0082	Are you the youngest, oldest?	229.4128
205	DCB_se1_ag1_m_01	229.3728	I'm the oldest.	230.0491
206	DCB_int_01	230.3690	You're the oldest, so how old are your brothers?	232.0130
207	DCB_se1_ag1_m_01	232.2539	Uh, /RD-NAME-2/	233.2992
208	DCB_se1_ag1_m_01	233.2992	(pause 0.53)	233.8306
209	DCB_se1_ag1_m_01	233.8306	he's	234.3708
210	DCB_se1_ag1_m_01	234.3708	(pause 0.10)	234.4709
211	DCB_se1_ag1_m_01	234.4709	twelve,	234.9391
212	DCB_se1_ag1_m_01	234.9391	(pause 0.60)	235.5365
213	DCB_se1_ag1_m_01	235.5365	/RD-NAME-2/ is ten.	236.3875
214	DCB_int_01	237.5720	And then	238.6766
215	DCB_int_01	238.6766	(pause 0.48)	239.1528
216	DCB_int_01	239.1528	y-	239.3489
217	DCB_int_01	239.3489	(pause 0.14)	239.4929
218	DCB_int_01	239.4929	that's	239.7516
219	DCB_int_01	239.7516	(pause 0.17)	239.9210
220	DCB_int_01	239.9210	two.	240.2463
221	DCB_int_01	240.2463	(pause 0.13)	240.3732
222	DCB_int_01	240.3732	Y- it's- there's three of you total.	241.5658
223	DCB_se1_ag1_m_01	242.1057	Yeah.	242.3977
224	DCB_int_01	242.5939	Oh, oh, oh, oh okay I was- added	244.2237
225	DCB_int_01	244.2237	(pause 0.13)	244.3548
226	DCB_int_01	244.3548	four.	244.6509
227	DCB_int_01	244.6509	(pause 0.12)	244.7750
228	DCB_int_01	244.7750	I w- I don't know why I was adding it. Okay.	246.2236
229	DCB_int_01	246.2236	(pause 0.46)	246.6796
230	DCB_int_01	246.6796	And	247.4479
231	DCB_int_01	247.4479	(pause 0.79)	248.2363
232	DCB_int_01	248.2363	so do you think,	249.2367
233	DCB_int_01	249.2367	(pause 0.62)	249.8569
234	DCB_int_01	249.8569	especially in this neighborhood you said that	252.0899
235	DCB_int_01	252.0899	(pause 0.14)	252.2257
236	DCB_int_01	252.2257	it was just a lot going on, but that was the neighborhood your parents grew up in,	255.5352
237	DCB_se1_ag1_m_01	255.5070	Mm.	255.8391
238	DCB_int_01	256.1713	how do you feel like being a young black man	259.1313
239	DCB_int_01	259.1313	(pause 0.59)	259.7208
240	DCB_int_01	259.7208	and seeing kind of this-	261.3055
241	DCB_int_01	261.3055	(pause 0.38)	261.6814
242	DCB_int_01	261.6814	this neighborhood and this going on around you?	263.8984
243	DCB_se1_ag1_m_01	264.9188	Um, I was scared,	265.8974
244	DCB_se1_ag1_m_01	265.8974	(pause 0.26)	266.1593
245	DCB_se1_ag1_m_01	266.1593	/I'm/ still am,	266.8837
246	DCB_se1_ag1_m_01	266.8837	(pause 0.12)	266.9994
247	DCB_se1_ag1_m_01	266.9994	because	267.8158
248	DCB_se1_ag1_m_01	267.8158	(pause 0.59)	268.4041
249	DCB_se1_ag1_m_01	268.4041	my	268.9494
250	DCB_se1_ag1_m_01	268.9494	(pause 0.20)	269.1484
251	DCB_se1_ag1_m_01	269.1484	cousin got killed	269.8368
252	DCB_se1_ag1_m_01	269.8368	(pause 0.13)	269.9648
253	DCB_se1_ag1_m_01	269.9648	in front of my house.	270.8852
254	DCB_se1_ag1_m_01	270.8852	(pause 1.53)	272.4137
255	DCB_se1_ag1_m_01	272.4137	Yeah.	272.7550
256	DCB_se1_ag1_m_01	272.7550	(pause 0.29)	273.0460
257	DCB_se1_ag1_m_01	273.0460	He got killed,	273.5742
258	DCB_se1_ag1_m_01	273.5742	(pause 0.14)	273.7143
259	DCB_se1_ag1_m_01	273.7143	he got shot seven times.	275.1709
260	DCB_se1_ag1_m_01	275.1709	(pause 0.77)	275.9430
261	DCB_se1_ag1_m_01	275.9430	My uncle got killed	276.9035
262	DCB_se1_ag1_m_01	276.9035	(pause 0.40)	277.3075
263	DCB_se1_ag1_m_01	277.3075	in the same place.	278.2881
264	DCB_se1_ag1_m_01	278.2881	(pause 1.34)	279.6285
265	DCB_se1_ag1_m_01	279.6285	It's-	279.9231
266	DCB_se1_ag1_m_01	279.9231	(pause 0.16)	280.0847
267	DCB_se1_ag1_m_01	280.0847	it was-	280.3448
268	DCB_se1_ag1_m_01	280.3448	(pause 0.08)	280.4208
269	DCB_se1_ag1_m_01	280.4208	it's hard	281.0328
270	DCB_se1_ag1_m_01	281.0328	(pause 0.30)	281.3332
271	DCB_se1_ag1_m_01	281.3332	growing up	281.9052
272	DCB_se1_ag1_m_01	281.9052	(pause 0.36)	282.2695
273	DCB_se1_ag1_m_01	282.2695	around there it's hard growing up in any	283.8663
274	DCB_se1_ag1_m_01	283.8663	(pause 0.17)	284.0341
275	DCB_se1_ag1_m_01	284.0341	DC neighborhood	284.8874
276	DCB_se1_ag1_m_01	284.8874	(pause 0.64)	285.5308
277	DCB_se1_ag1_m_01	285.5308	because you don't know	286.6153
278	DCB_se1_ag1_m_01	286.6153	(pause 0.21)	286.8234
279	DCB_se1_ag1_m_01	286.8234	what's gonna happen.	287.4757
280	DCB_se1_ag1_m_01	287.4757	(pause 0.18)	287.6598
281	DCB_se1_ag1_m_01	287.6598	You have to live-	288.3161
282	DCB_se1_ag1_m_01	288.3161	(pause 0.88)	289.1922
283	DCB_se1_ag1_m_01	289.1922	you have to live day by day	290.4869
284	DCB_se1_ag1_m_01	290.4869	(pause 1.20)	291.6851
285	DCB_se1_ag1_m_01	291.6851	in	291.9332
286	DCB_se1_ag1_m_01	291.9332	(pause 0.45)	292.3814
287	DCB_se1_ag1_m_01	292.3814	terror.	292.9694
288	DCB_se1_ag1_m_01	292.9694	(pause 0.18)	293.1537
289	DCB_se1_ag1_m_01	293.1537	/Like,/	293.8591
290	DCB_se1_ag1_m_01	293.8591	(pause 0.17)	294.0301
291	DCB_se1_ag1_m_01	294.0301	every person you see they will say, be safe before the end of a conversation.	297.0487
292	DCB_se1_ag1_m_01	297.0487	(pause 0.37)	297.4194
293	DCB_se1_ag1_m_01	297.4194	That shouldn't be happening.	298.2998
294	DCB_int_01	298.8841	Why do you feel like that?	299.9726
295	DCB_se1_ag1_m_01	300.4125	Because	301.1552
296	DCB_se1_ag1_m_01	301.1552	(pause 0.29)	301.4490
297	DCB_se1_ag1_m_01	301.4490	the way our generation is,	302.9196
298	DCB_se1_ag1_m_01	302.9196	(pause 1.37)	304.2901
299	DCB_se1_ag1_m_01	304.2901	it's	304.8461
300	DCB_se1_ag1_m_01	304.8461	(pause 0.18)	305.0224
301	DCB_se1_ag1_m_01	305.0224	more the streets and	306.3270
302	DCB_se1_ag1_m_01	306.3270	(pause 0.10)	306.4230
303	DCB_se1_ag1_m_01	306.4230	peer pressure	307.0353
304	DCB_se1_ag1_m_01	307.0353	(pause 0.13)	307.1674
305	DCB_se1_ag1_m_01	307.1674	that gets to a lot of us.	308.1919
306	DCB_se1_ag1_m_01	308.1919	(pause 1.60)	309.7923
307	DCB_se1_ag1_m_01	309.7923	And	310.3326
308	DCB_se1_ag1_m_01	310.3326	(pause 1.68)	312.0172
309	DCB_se1_ag1_m_01	312.0172	like,	312.2894
310	DCB_se1_ag1_m_01	312.2894	(pause 0.69)	312.9777
311	DCB_se1_ag1_m_01	312.9777	when I talk to my grandfather about it- what's happening,	314.8630
312	DCB_se1_ag1_m_01	314.8630	(pause 0.96)	315.8187
313	DCB_se1_ag1_m_01	315.8187	he said back when they used to be kids the neighborhood used to watch k-	318.7601
314	DCB_se1_ag1_m_01	318.7601	(pause 0.24)	318.9998
315	DCB_se1_ag1_m_01	318.9998	watch you.	319.4717
316	DCB_se1_ag1_m_01	319.4717	(pause 0.74)	320.2123
317	DCB_se1_ag1_m_01	320.2123	Like, somebody else parent can get on you.	322.0011
318	DCB_int_01	322.3692	Mm-hm.	323.0678
319	DCB_se1_ag1_m_01	323.0575	And now it's not like that,	324.0900
320	DCB_se1_ag1_m_01	324.2701	if somebody else parent get	325.3826
321	DCB_se1_ag1_m_01	325.3826	(pause 0.11)	325.4906
322	DCB_se1_ag1_m_01	325.4906	to you	325.9200
323	DCB_se1_ag1_m_01	325.9200	(pause 0.44)	326.3587
324	DCB_se1_ag1_m_01	326.3587	/it's gonna be/ another altercation	327.4854
325	DCB_se1_ag1_m_01	327.4854	(pause 0.27)	327.7554
326	DCB_se1_ag1_m_01	327.7554	that's trying to solve that first altercation.	329.4002
327	DCB_int_01	329.5281	Yup.	329.8722
328	DCB_int_01	329.8722	(pause 2.17)	332.0411
329	DCB_int_01	332.0411	Do you think that	332.8975
330	DCB_int_01	332.8975	(pause 0.29)	333.1855
331	DCB_int_01	333.1855	<clears throat> your mom had it really rough?	334.9055
332	DCB_se1_ag1_m_01	335.5985	Yeah.	336.0598
333	DCB_se1_ag1_m_01	336.0598	(pause 1.02)	337.0790
334	DCB_se1_ag1_m_01	337.0790	She moved out my grandma house at f-	339.2080
335	DCB_se1_ag1_m_01	339.2080	(pause 0.14)	339.3479
336	DCB_se1_ag1_m_01	339.3479	at the age of fourteen,	340.8526
337	DCB_se1_ag1_m_01	340.8526	(pause 0.82)	341.6770
338	DCB_se1_ag1_m_01	341.6770	got pregnant with me at sixteen.	343.2583
339	DCB_se1_ag1_m_01	343.2583	(pause 1.43)	344.6901
340	DCB_se1_ag1_m_01	344.6901	So it was hard.	345.5665
341	DCB_se1_ag1_m_01	345.5665	(pause 1.87)	347.4351
342	DCB_se1_ag1_m_01	347.4351	She had it hard, sh- she still do.	349.0018
343	DCB_se1_ag1_m_01	349.0018	(pause 0.87)	349.8721
344	DCB_se1_ag1_m_01	349.8721	I just wanna help her now	351.0486
345	DCB_se1_ag1_m_01	351.0486	(pause 0.38)	351.4248
346	DCB_se1_ag1_m_01	351.4248	cause I'm old enough to understand what's going on now.	353.6408
347	DCB_se1_ag1_m_01	353.6408	(pause 1.26)	354.8980
348	DCB_se1_ag1_m_01	354.8980	And help my little brothers, that's why I wanna start this program.	357.1540
349	DCB_int_01	359.0837	Um, are you the first one in your family to graduate from high school?	361.6966
350	DCB_se1_ag1_m_01	361.8807	Uh, no,	362.2449
351	DCB_se1_ag1_m_01	362.2449	(pause 0.10)	362.3409
352	DCB_se1_ag1_m_01	362.3409	my- me and my cousin graduated this-	363.6455
353	DCB_se1_ag1_m_01	363.6455	(pause 0.12)	363.7616
354	DCB_se1_ag1_m_01	363.7616	this year.	364.3007
355	DCB_int_01	364.6098	Oh [okay.]	365.1901
356	DCB_se1_ag1_m_01	364.9139	[My little] cousin.	365.5102
357	DCB_se1_ag1_m_01	365.6343	Yeah.	365.9556
358	DCB_int_01	366.0905	Cool.	366.5427
359	DCB_int_01	366.5427	(pause 0.37)	366.9149
360	DCB_int_01	366.9149	But	367.1842
361	DCB_int_01	367.1842	(pause 0.21)	367.3948
362	DCB_int_01	367.3948	out of like your-	368.4001
363	DCB_int_01	368.4001	(pause 0.25)	368.6514
364	DCB_int_01	368.6514	your-	368.9461
365	DCB_int_01	368.9461	(pause 0.27)	369.2157
366	DCB_int_01	369.2157	neither your mom or dad graduated from high school?	371.1797
367	DCB_se1_ag1_m_01	371.3325	No.	371.7912
368	DCB_int_01	372.0088	No?	372.2649
369	DCB_int_01	372.2649	(pause 0.88)	373.1453
370	DCB_int_01	373.1453	Um, are you going to college?	374.6213
371	DCB_se1_ag1_m_01	375.1500	Uh,	375.5753
372	DCB_se1_ag1_m_01	375.5753	(pause 0.46)	376.0384
373	DCB_se1_ag1_m_01	376.0384	not as of right now but I hope to.	378.1871
374	DCB_int_01	378.5713	And you wanna do IT?	379.7398
375	DCB_se1_ag1_m_01	379.8039	Yeah I'm'a [do] IT.	380.6523
376	DCB_int_01	380.1720	[A-]	380.3041
377	DCB_int_01	380.7763	and then	381.5207
378	DCB_int_01	381.5207	(pause 0.09)	381.6124
379	DCB_int_01	381.6124	what do you wanna do specifically like	383.5213
380	DCB_int_01	383.5213	(pause 0.44)	383.9575
381	DCB_int_01	383.9575	there- cause that's a big field.	385.0297
382	DCB_se1_ag1_m_01	384.9980	I know, I wanna do	385.9073
383	DCB_se1_ag1_m_01	386.0422	uh, the-	386.5702
384	DCB_se1_ag1_m_01	386.5702	(pause 0.28)	386.8544
385	DCB_se1_ag1_m_01	386.8544	some computers.	387.8264
386	DCB_se1_ag1_m_01	387.8264	(pause 0.36)	388.1831
387	DCB_se1_ag1_m_01	388.1831	It's like, I wanna work at- no, like I just wanna do everything.	390.3881
388	DCB_int_01	391.8806	I mean computers is a good job, you're always gonna have a job.	394.1977
389	DCB_int_01	394.1977	(pause 0.31)	394.5054
390	DCB_int_01	394.5054	Like	394.7627
391	DCB_int_01	394.7627	(pause 0.38)	395.1457
392	DCB_int_01	395.1457	that's- technology is really [booming.]	397.5057
393	DCB_se1_ag1_m_01	397.1386	[Yeah.]	397.5228
394	DCB_se1_ag1_m_01	397.5949	In the school I was doing- I was in the uh,	399.5998
395	DCB_se1_ag1_m_01	399.5998	(pause 0.28)	399.8838
396	DCB_se1_ag1_m_01	399.8838	computer science class so I learned how to do coding so	402.7009
397	DCB_se1_ag1_m_01	402.7009	(pause 0.66)	403.3611
398	DCB_se1_ag1_m_01	403.3611	that really got me interested in it.	404.9904
399	DCB_int_01	405.2899	So,	405.7141
400	DCB_int_01	405.7141	(pause 0.23)	405.9462
401	DCB_int_01	405.9462	let me ask you a couple different questions	407.5708
402	DCB_int_01	407.5708	(pause 0.15)	407.7228
403	DCB_int_01	407.7228	kind of based on that.	408.7233
404	DCB_int_01	408.7233	(pause 0.72)	409.4432
405	DCB_int_01	409.4432	Thinking about- have you- so you haven't really lived anywhere else outside of Congress Heights	413.8533
406	DCB_int_01	413.8533	(pause 0.10)	413.9573
407	DCB_int_01	413.9573	but	414.2775
408	DCB_int_01	414.2775	(pause 1.14)	415.4177
409	DCB_int_01	415.4177	you've traveled to other neighborhoods	417.0905
410	DCB_int_01	417.0905	(pause 0.24)	417.3266
411	DCB_int_01	417.3266	and then you've gone to	418.5912
412	DCB_int_01	418.5912	(pause 0.40)	418.9912
413	DCB_int_01	418.9912	um-	419.3554
414	DCB_int_01	419.3554	(pause 0.23)	419.5832
